,id_cmd,id_nett,id_utilisateur,type,note,avis,statut,date,heure,frais,type_nettoyage,type_canapé,type_matelas,niveau_salete,ville,nettoyage_externe,nettoyage_interne,mois
760,55810,727790,622510,auto,3,"Le résultat est de qualité supérieure, ma voiture n'a jamais été aussi propre.",terminée,2023-08-30,8:32,65,sec,Aucun,Aucun,léger,Poitiers,FALSE,TRUE,2023-08
762,68119,818091,793880,auto,3,"Le rapport qualité-prix est exceptionnel, ma voiture est d'une propreté éclatante.",terminée,2023-03-24,22:48,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-03
763,17779,607664,222103,auto,3,Le prix était tres resonable.,terminée,2023-07-23,0:36,95,sec,Aucun,Aucun,élevé,Cannes,TRUE,TRUE,2023-07
766,48746,202781,8697,auto,3,"Le niveau de propreté est élevé, ma voiture a retrouvé son éclat d'origine.",terminée,2023-02-01,22:05,85,à l'eau,Aucun,Aucun,élevé,67000 Strasbourg,FALSE,TRUE,2023-02
768,67872,62862,439021,auto,3,"Le niveau de professionnalisme est élevé, ma voiture a été traitée avec soin.",terminée,2023-10-05,22:52,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-10
780,95163,358687,369196,auto,3,Le coffre était ranger.,terminée,2023-12-30,21:34,55,à l'eau,Aucun,Aucun,léger,Blois,TRUE,FALSE,2023-12
781,17792,883566,897792,auto,3,La voiture était propre et brillante.,terminée,2023-05-20,9:27,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-05
784,30872,96830,963124,auto,3,"La qualité du nettoyage est supérieure, ma voiture brille comme neuve.",terminée,2023-07-16,0:36,75,sec,Aucun,Aucun,léger,Dijon,TRUE,TRUE,2023-07
792,74719,281218,45097,auto,3,Je suis très satisfait du résultat. Ma voiture est comme neuve. Je reviendrai sans hésiter.,terminée,2023-04-23,15:17,85,à l'eau,Aucun,Aucun,élevé,Rumilly,FALSE,TRUE,2023-04
793,47485,954372,253933,auto,3,Je suis très satisfait du résultat. La voiture est comme neuve. Je reviendrai sans hésiter.,terminée,2023-08-28,20:21,85,à l'eau,Aucun,Aucun,élevé,Blois,FALSE,TRUE,2023-08
794,47733,195630,722395,auto,3,Je suis très satisfait du résultat du nettoyage. Ma voiture est comme neuve. Je recommande vivement ce service.,terminée,2023-03-20,18:37,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-03
795,23777,522812,42829,auto,3,Je suis très content du service. Les nettoyeurs étaient professionnels et sympathiques. La voiture est propre et bien rangée. Je recommande vivement ce service.,terminée,2023-09-12,7:48,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-09
797,99128,954372,666777,auto,3,"Je suis pleinement satisfait du résultat, ma voiture est dans un état impeccable.",terminée,2023-09-21,18:39,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-09
801,84939,191748,842485,auto,3,Je reviendrai sans hesiter.,terminée,2023-09-08,20:37,65,sec,Aucun,Aucun,moyen,Pornic,TRUE,FALSE,2023-09
804,82684,514459,281048,auto,3,Je recommande vivement ce service !,terminée,2023-02-19,18:23,75,à l'eau,Aucun,Aucun,élevé,Strasbourg,TRUE,FALSE,2023-02
810,45788,831886,70189,auto,3,J'ai trouvé le prix très raisonnable pour la qualité du travail fourni. Je reviendrai sans hésiter.,terminée,2023-10-13,10:13,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-10
811,48746,96830,8697,auto,3,J'ai été très satisfait du resultat.,terminée,2023-02-01,22:05,75,à l'eau,Aucun,Aucun,élevé,67000 Strasbourg,TRUE,FALSE,2023-02
812,43294,288977,378267,auto,3,"J'ai été très impressionné par la qualité du nettoyage. La voiture était impeccable, et les nettoyeurs ont été très professionnels. Je recommande vivement ce service à tous ceux qui recherchent un nettoyage de voiture de qualité.",terminée,2023-08-09,0:18,75,sec,Aucun,Aucun,moyen,Rodez,FALSE,TRUE,2023-08
814,41345,892155,718844,auto,3,"J'ai commandé un service de nettoyage intérieur et extérieur, et j'ai été très satisfait du résultat. La voiture était propre et brillante, et les nettoyeurs ont pris le temps de nettoyer tous les détails. Je recommande vivement ce service à tous ceux qui recherchent un nettoyage complet de leur voiture.",terminée,2023-02-25,20:44,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-02
815,99278,211817,763639,auto,3,"J'ai commandé un service de nettoyage express, et j'ai été surpris par la qualité du résultat. La voiture était propre et bien rangée, et les nettoyeurs ont été très rapides. Je recommande vivement ce service à tous ceux qui ont besoin d'une voiture propre rapidement.",terminée,2023-01-09,0:47,85,sec,Aucun,Aucun,moyen,Rixheim,TRUE,TRUE,2023-01
816,64170,591563,464822,auto,3,"J'ai commandé un service de nettoyage complet de ma voiture, et j'ai été très satisfait du résultat. Les nettoyeurs ont fait un excellent travail, et la voiture était comme neuve quand ils sont partis. Ils ont été très professionnels et sympathiques, et ils ont pris le temps de nettoyer tous les coins et recoins de la voiture. Je recommande vivement ce service à tous ceux qui recherchent un nettoyage de voiture de qualité.",terminée,2023-11-28,10:40,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-11
818,64897,331284,793378,auto,3,"Impressionné par la qualité du nettoyage, ma voiture semble sortie d'un showroom.",terminée,2023-07-21,18:03,75,sec,Aucun,Aucun,léger,Prades,TRUE,TRUE,2023-07
822,37140,80996,396538,auto,3,"Hautement recommandé ! Ma voiture est d'une propreté éclatante, et le service est fiable.",terminée,2023-06-08,1:00,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-06
823,22192,676651,493079,auto,3,Excellent travail de nettoyage,terminée,2023-08-17,19:07,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-08
824,84709,102579,296652,auto,3,"Excellent service, ma voiture est resplendissante, et le personnel était courtois.",terminée,2023-10-30,6:41,75,à l'eau,Aucun,Aucun,moyen,69002 Lyon,FALSE,TRUE,2023-10
825,41685,748834,590749,auto,3,"Excellent rapport qualité-prix, ma voiture est propre et le service est fiable.",terminée,2023-08-08,9:14,65,à l'eau,Aucun,Aucun,léger,Dieppe,FALSE,TRUE,2023-08
826,92783,591563,578391,auto,3,"Excellent rapport qualité-prix, ma voiture est propre et le service est abordable.",terminée,2023-09-05,4:22,75,à l'eau,Aucun,Aucun,moyen,Rivesaltes,FALSE,TRUE,2023-09
838,26932,288977,999495,auto,3,Bonne expérience de nettoyage,terminée,2023-09-04,22:28,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-09
9,37076,917301,511840,matelas,2,"mon matelas, il est assez propre maintenant ! J'suis pas trop dégoûté, c'est cool !",terminée,2023-08-03,21:39,55,à l'eau,Aucun,moyen,moyen,Pornic,FALSE,FALSE,2023-08
10,15431,522812,952461,matelas,2,Mon matelas est un peu mieux,terminée,2023-02-02,15:28,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-02
24,43103,651167,31312,matelas,2,"Malheureusement, le nettoyage n'a pas réussi à enlever les taches de sang du matelas, ce qui est décevant.",terminée,2023-02-17,3:57,60,à l'eau,Aucun,moyen,élevé,Rumilly,FALSE,FALSE,2023-02
25,91125,946842,720148,matelas,2,"Malheureusement, le nettoyage n'a pas réussi à enlever les taches de moisissure du matelas, ce qui est décevant.",terminée,2023-09-19,23:34,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-09
30,29312,96830,812849,matelas,2,"Malgré le service de nettoyage, le matelas est toujours inconfortable.",terminée,2023-05-18,11:46,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-05
43,62113,727790,421607,matelas,2,"Le nettoyage n'a pas réussi à éliminer les taches de nourriture du matelas, ce qui est décevant.",terminée,2023-09-18,16:19,45,sec,Aucun,moyen,moyen,Dieppe,FALSE,FALSE,2023-09
49,19812,219252,394879,matelas,2,"Le nettoyage n'a pas réussi à éliminer complètement les taches de transpiration du matelas, ce qui est décevant.",terminée,2023-11-28,13:31,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-11
67,30850,917301,961075,matelas,2,Le matelas n'est pas aussi propre qu'espéré après le nettoyage effectué.,terminée,2023-07-07,22:11,60,sec,Aucun,grand,élevé,Rueil-Malmaison,FALSE,FALSE,2023-07
68,48495,522812,589949,matelas,2,Le matelas n'a pas retrouvé sa fermeté et son soutien d'origine malgré le nettoyage effectué.,terminée,2023-12-02,4:07,35,sec,Aucun,petit,moyen,Rumilly,FALSE,FALSE,2023-12
70,88543,132177,850232,matelas,2,"Le matelas conserve une sensation de saleté après le nettoyage, ce qui est décevant.",terminée,2023-03-05,22:55,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-03
72,23798,331284,880281,matelas,2,Le matelas conserve une légère odeur de moisi après le nettoyage.,terminée,2023-10-30,5:49,45,sec,Aucun,moyen,moyen,Prades,FALSE,FALSE,2023-10
82,85078,863961,374387,matelas,2,Je suis déçu du service de nettoyage. Le matelas présente encore des taches visibles.,terminée,2023-01-13,22:38,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-01
85,58919,324729,255414,matelas,2,Je suis déçu du service de nettoyage. Le matelas n'est pas aussi frais et propre qu'espéré.,terminée,2023-02-17,3:42,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-02
93,43886,476819,8697,matelas,2,je recommande ce service de nettoyage,terminée,2023-01-07,6:45,50,à l'eau,Aucun,moyen,léger,Meaux,FALSE,FALSE,2023-01
94,97909,863961,165845,matelas,2,Je ne suis pas satisfait du résultat du nettoyage du matelas. Il reste des zones malodorantes.,terminée,2023-06-04,20:57,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-06
96,61539,28350,489431,matelas,2,Je ne suis pas satisfait du résultat du nettoyage du matelas. Il reste des zones mal nettoyées et tachées.,terminée,2023-10-25,21:26,55,sec,Aucun,grand,moyen,Chartres,FALSE,FALSE,2023-10
100,15803,432531,565720,matelas,2,Je ne recommande pas le service de nettoyage pour les matelas. Les résultats nesont pas à la hauteur des attentes.,terminée,2023-11-30,11:51,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-11
111,73071,288977,176547,matelas,2,"Franchement, le service de nettoyage de matelas, c'est assez correct ! Mon matelas est un peu mieux, j'dis pas non !",terminée,2023-04-11,11:49,45,à l'eau,Aucun,petit,moyen,Meaux,FALSE,FALSE,2023-04
115,72910,70861,5613,matelas,2," il est pas mal, sans trop de taches, j'suis plutôt satisfait !",terminée,2023-04-03,2:39,40,sec,Aucun,petit,élevé,13002 Marseille,FALSE,FALSE,2023-04
259,97579,945710,498821,matelas,2,N/A,terminée,2023-07-22,16:43,70,à l'eau,Aucun,grand,élevé,Chartres,FALSE,FALSE,2023-07
260,16814,99081,426947,matelas,2,N/A,terminée,2023-08-27,18:51,40,sec,Aucun,moyen,léger,Rodez,FALSE,FALSE,2023-08
261,45757,887300,415998,matelas,2,N/A,terminée,2023-07-06,16:46,35,sec,Aucun,petit,moyen,Charleville-Mézières,FALSE,FALSE,2023-07
262,42976,541545,228922,matelas,2,N/A,terminée,2023-12-07,18:23,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-12
263,73249,640435,784264,matelas,2,N/A,terminée,2023-07-08,3:44,45,sec,Aucun,moyen,moyen,Le Havre,FALSE,FALSE,2023-07
264,69383,96830,612415,matelas,2,N/A,terminée,2023-04-11,23:13,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-04
265,52144,555353,252694,matelas,2,N/A,terminée,2023-04-22,21:46,40,à l'eau,Aucun,petit,léger,Aix-en-Provence,FALSE,FALSE,2023-04
266,65590,324729,588605,matelas,2,N/A,terminée,2023-03-03,20:54,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-03
267,22576,105401,224357,matelas,2,N/A,terminée,2023-01-27,21:03,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-01
268,92405,280097,432525,matelas,2,N/A,terminée,2023-02-28,11:52,65,à l'eau,Aucun,grand,moyen,Romans-sur-Isère,FALSE,FALSE,2023-02
269,82254,676651,838640,matelas,2,N/A,terminée,2023-03-07,7:41,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-03
270,90613,358687,279135,matelas,2,N/A,terminée,2023-12-29,1:27,35,sec,Aucun,petit,moyen,Pontoise,FALSE,FALSE,2023-12
271,51763,651167,429393,matelas,2,N/A,terminée,2023-12-04,9:50,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-12
272,92884,591563,67967,matelas,2,N/A,terminée,2023-05-04,22:30,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-05
273,93661,67747,281206,matelas,2,N/A,terminée,2023-03-03,14:11,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-03
274,53292,525496,931855,matelas,2,N/A,terminée,2023-05-23,23:56,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-05
275,14363,549823,207994,matelas,2,N/A,terminée,2023-10-17,5:55,50,sec,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-10
276,46043,385598,70189,matelas,2,N/A,terminée,2023-04-15,15:36,55,sec,Aucun,grand,moyen,75009 Paris,FALSE,FALSE,2023-04
277,68010,62862,445875,matelas,2,N/A,terminée,2023-02-22,15:04,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-02
278,67713,84198,892896,matelas,2,N/A,terminée,2023-02-27,23:53,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-02
279,64421,727790,944203,matelas,2,N/A,terminée,2023-02-14,20:26,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-02
280,90759,945710,365433,matelas,2,N/A,terminée,2023-08-27,14:34,50,à l'eau,Aucun,petit,élevé,Évreux,FALSE,FALSE,2023-08
281,21784,748834,111774,matelas,2,N/A,terminée,2023-09-26,19:30,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-09
282,61609,945710,354200,matelas,2,N/A,terminée,2023-12-28,6:30,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-12
283,52087,978670,971122,matelas,2,N/A,terminée,2023-03-07,21:18,60,à l'eau,Aucun,grand,léger,Pontarlier,FALSE,FALSE,2023-03
284,61460,288977,369196,matelas,2,N/A,terminée,2023-10-31,21:55,40,à l'eau,Aucun,petit,léger,Pélussin,FALSE,FALSE,2023-10
285,98581,938056,414999,matelas,2,N/A,terminée,2023-10-28,20:23,40,à l'eau,Aucun,petit,léger,Blois,FALSE,FALSE,2023-10
286,12784,202781,400155,matelas,2,N/A,terminée,2023-04-30,7:42,40,à l'eau,Aucun,petit,léger,Bordeaux,FALSE,FALSE,2023-04
319,52056,708501,180438,canapé,2,Mon environnement est impeccable après le nettoyage. C'est vraiment agréable de voir tout propre.,terminée,2023-10-21,23:34,50,à l'eau,moyen,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-10
332,71072,727790,785437,canapé,2,"Malheureusement, le nettoyage n'a pas réussi à éliminer complètement les odeurs de mon canapé.",terminée,2023-09-22,22:21,70,à l'eau,grand,Aucun,élevé,Port-de-Bouc,FALSE,FALSE,2023-09
341,57746,748834,138089,canapé,2,"Les nettoyeurs étaient compétents, mais ils ont pris un peu plus de temps que prévu.",terminée,2023-05-15,17:02,40,sec,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-05
342,38623,398472,944203,canapé,2,Le service de nettoyage de canapé via l'application était moyen.,terminée,2023-11-22,11:07,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-11
343,60302,967042,354004,canapé,2,"Le service de nettoyage de canapé par le biais de l'application était correct, mais il y avait des zones qui n'ont pas été bien nettoyées.",terminée,2023-02-03,20:25,55,à l'eau,moyen,Aucun,moyen,Pornic,FALSE,FALSE,2023-02
345,47988,708501,233894,canapé,2,Le service de nettoyage a été fantastique. Je suis ravi du résultat obtenu.,terminée,2023-12-14,23:17,45,à l'eau,petit,Aucun,moyen,Le Havre,FALSE,FALSE,2023-12
349,47737,324729,731503,canapé,2,"Le résultat du nettoyage du canapé était satisfaisant, mais il y avait encore quelques taches.",terminée,2023-02-15,11:29,30,sec,petit,Aucun,léger,Rueil-Malmaison,FALSE,FALSE,2023-02
350,82928,219252,492279,canapé,2,"Le résultat du nettoyage du canapé était passable, mais il y avait encore de légères taches.",terminée,2023-01-31,20:08,40,sec,moyen,Aucun,léger,Châteauroux,FALSE,FALSE,2023-01
351,48148,946842,319469,canapé,2,Le nettoyage du canapé n'a pas donné les résultats escomptés.,terminée,2023-11-11,4:30,40,sec,moyen,Aucun,léger,Riom,FALSE,FALSE,2023-11
352,99351,962374,437224,canapé,2,"Le nettoyage du canapé était moyen, avec quelques taches persistentes.",terminée,2023-05-21,16:25,50,sec,grand,Aucun,léger,67000 Strasbourg,FALSE,FALSE,2023-05
353,68550,280097,882068,canapé,2,"Le nettoyage du canapé était acceptable, mais l'odeur n'a pas complètement disparu.",terminée,2023-04-25,13:42,55,à l'eau,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-04
422,44646,954372,61448,canapé,2,J'ai été agréablement surpris par la qualité du service de nettoyage. Les résultats sont impressionnants !,terminée,2023-06-11,18:52,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-06
427,57112,676651,554834,canapé,2,"J'ai essayé cette appli pour nettoyer mon canapé, mai ça n'a pas bien marché. Les tach étai toujours visible. Pas satisfait!",terminée,2023-02-19,4:59,50,à l'eau,petit,Aucun,élevé,Lorient,FALSE,FALSE,2023-02
437,24675,748834,182701,canapé,2,pas trop pro,terminée,2023-10-14,16:56,70,à l'eau,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-10
438,75508,522812,231611,canapé,2,"Déçu, des traces de saleté subsistent après le nettoyage.",terminée,2023-08-22,8:02,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-08
631,24788,99081,183558,canapé,2,N/A,terminée,2023-02-02,12:18,60,à l'eau,grand,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-02
632,71783,887300,408166,canapé,2,N/A,terminée,2023-11-21,19:41,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-11
633,55874,358687,435937,canapé,2,N/A,terminée,2023-12-27,3:33,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-12
634,39295,494684,21113,canapé,2,N/A,terminée,2023-12-14,22:47,50,sec,grand,Aucun,léger,La Seyne-sur-Mer,FALSE,FALSE,2023-12
635,49386,739346,362803,canapé,2,N/A,terminée,2023-04-22,15:02,45,à l'eau,petit,Aucun,moyen,Bordeaux,FALSE,FALSE,2023-04
636,59768,555353,120383,canapé,2,N/A,terminée,2023-02-24,3:06,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-02
637,38195,978670,259250,canapé,2,N/A,terminée,2023-05-29,20:54,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-05
638,69668,276466,648979,canapé,2,N/A,terminée,2023-09-14,22:21,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-09
639,82870,984310,502315,canapé,2,N/A,terminée,2023-11-18,5:26,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-11
640,51210,191748,568105,canapé,2,N/A,terminée,2023-02-23,8:34,40,à l'eau,petit,Aucun,léger,Rumilly,FALSE,FALSE,2023-02
641,28547,288977,578391,canapé,2,N/A,terminée,2023-10-03,7:51,55,à l'eau,moyen,Aucun,moyen,Lille,FALSE,FALSE,2023-10
642,49228,525496,252694,canapé,2,N/A,terminée,2023-11-13,20:58,40,sec,moyen,Aucun,léger,Rumilly,FALSE,FALSE,2023-11
643,25996,385598,319307,canapé,2,N/A,terminée,2023-07-18,7:18,60,sec,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-07
644,69346,19731,518652,canapé,2,N/A,terminée,2023-01-17,22:29,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-01
645,98726,607664,139115,canapé,2,N/A,terminée,2023-05-08,16:49,60,à l'eau,moyen,Aucun,élevé,Pontivy,FALSE,FALSE,2023-05
646,93708,514377,16181,canapé,2,N/A,terminée,2023-09-16,6:19,65,à l'eau,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-09
647,55329,676651,570657,canapé,2,N/A,terminée,2023-10-02,3:57,50,sec,grand,Aucun,léger,67000 Strasbourg,FALSE,FALSE,2023-10
648,65361,80996,296652,canapé,2,N/A,terminée,2023-12-06,14:23,55,à l'eau,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-12
649,38044,676651,210530,canapé,2,N/A,terminée,2023-09-12,17:03,55,sec,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-09
660,51734,869397,280749,auto,2,"Un nettoyage qui est juste assez bien. Ma voiture semble correcte, mais sans surprise.",terminée,2023-08-07,23:12,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-08
681,82864,917301,324781,auto,2,"Service de nettoyage professionnel de haut niveau, chaque détail a été pris en compte.",terminée,2023-03-02,20:39,55,à l'eau,Aucun,Aucun,léger,Épernay,TRUE,FALSE,2023-03
685,90655,651167,311143,auto,2,"Rien de spécial à signaler. Le service de nettoyage était standard, sans surprise.",terminée,2023-10-26,13:33,95,à l'eau,Aucun,Aucun,élevé,Perpignan,TRUE,TRUE,2023-10
692,55339,418578,929637,auto,2,Pas totalement satisfait. Des résidus de produits de nettoyage sont visibles sur ma voiture.,terminée,2023-10-15,16:57,85,sec,Aucun,Aucun,moyen,35000 Rennes,TRUE,TRUE,2023-10
695,91030,385598,326419,auto,2,Pas impressionné du tout. Des traces évidentes de saleté persistent sur ma voiture.,terminée,2023-07-19,23:17,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-07
704,26506,418578,557700,auto,2,"Moyen, mais avec des lacunes évidentes.",terminée,2023-01-05,9:32,65,sec,Aucun,Aucun,moyen,Nevers,TRUE,FALSE,2023-01
705,64487,324729,288680,auto,2,"Moyen, mais avec des défauts évidents. La saleté sur ma voiture n'a pas été complètement éliminée.",terminée,2023-10-16,8:32,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-10
707,13623,945710,770541,auto,2,"Moyen dans l'ensemble. Ma voiture est propre, mais le service n'a rien d'extraordinaire.",terminée,2023-09-11,23:33,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-09
733,61000,727790,464684,auto,2,Le service ne répond pas à la promesse de propreté totale. Des marques évidentes sont encore présentes.,terminée,2023-02-14,2:01,65,sec,Aucun,Aucun,moyen,Aix-en-Provence,TRUE,FALSE,2023-02
735,33113,211817,597514,auto,2,Le service ne répond pas à la promesse de propreté totale,terminée,2023-05-16,20:35,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-05
736,63757,852567,17094,auto,2,"Le service n'est pas à la hauteur. Des zones clés ont été négligées, et le résultat est insatisfaisant.",terminée,2023-03-12,20:17,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-03
743,81987,852567,396399,auto,2,Le service était acceptable. Ma voiture est dans un état décent après le nettoyage.,terminée,2023-07-01,4:11,75,à l'eau,Aucun,Aucun,moyen,Le Mans,FALSE,TRUE,2023-07
747,93696,946842,530929,auto,2,"Le service est exceptionnel, ma voiture est impeccable à l'intérieur et à l'extérieur.",terminée,2023-11-06,3:13,65,sec,Aucun,Aucun,léger,Rumilly,FALSE,TRUE,2023-11
749,85472,331284,49077,auto,2,"Le service de nettoyage était moyen. Ma voiture est propre, mais quelques détails ont été négligés.",terminée,2023-08-25,4:01,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-08
753,50675,883566,2446,auto,2,"Le service a fait le travail, mais sans vraiment se démarquer. Rien d'exceptionnel.Le service a fait le travail, mais sans vraiment se démarquer. Rien d'exceptionnel.",terminée,2023-01-24,0:04,85,à l'eau,Aucun,Aucun,élevé,Rivesaltes,FALSE,TRUE,2023-01
756,30208,281218,971122,auto,2,Le résultat est médiocre. Ma voiture aurait pu être nettoyée plus efficacement.,terminée,2023-04-18,18:39,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-04
757,98922,555353,678256,auto,2,Le résultat est juste moyen.,terminée,2023-10-26,3:28,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-10
758,54083,358687,407516,auto,2,"Le résultat est juste assez bien. Ma voiture a été nettoyée, mais il y a des zones qui auraient pu être améliorées",terminée,2023-02-17,9:54,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-02
759,58485,522812,676982,auto,2,Le résultat est décevant. Des zones clés ont été ignorées lors du nettoyage.,terminée,2023-05-07,23:40,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-05
765,64404,70861,693264,auto,2,"Le niveau de propreté est juste assez bien, mais le service n'a rien d'extraordinaire.",terminée,2023-01-02,12:12,75,à l'eau,Aucun,Aucun,léger,Caen,TRUE,TRUE,2023-01
767,76892,79823,520397,auto,2,"Le niveau de propreté est acceptable, mais le service manque de certains détails",terminée,2023-07-27,20:30,95,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-07
769,10798,28350,491024,auto,2,Le nettoyage n'est pas à la hauteur du prix payé. Ma voiture est à peine plus propre qu'avant,terminée,2023-09-10,6:24,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
770,35883,962374,835622,auto,2,Le nettoyage n'a pas été à la hauteur. Certaines parties de ma voiture ont été négligées.,terminée,2023-06-01,21:43,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-06
772,59951,219252,499695,auto,2,"Le nettoyage était moyen. Ma voiture est décente, mais je m'attendais à un peu plus d'efforts.",terminée,2023-02-09,15:20,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-02
776,26210,946842,646218,auto,2,Le nettoyage est à peine satisfaisant. Des traces de saleté sont encore visibles après le service.,terminée,2023-06-29,10:51,65,sec,Aucun,Aucun,moyen,Lorient,TRUE,FALSE,2023-06
786,58485,539844,676982,auto,2,La qualité du nettoyage est à revoir,terminée,2023-05-07,23:40,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-05
788,13623,358687,770541,auto,2,"Juste assez bien. Ma voiture est propre, mais le service n'a rien d'exceptionnel.",terminée,2023-09-11,23:33,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
821,22633,946842,901474,auto,2,"Hautement recommandé ! Ma voiture est d'une propreté éclatante, le service est exceptionnel.",terminée,2023-03-02,5:42,75,sec,Aucun,Aucun,élevé,Dieppe,TRUE,FALSE,2023-03
833,25214,468203,288385,auto,2,Déçu par l'efficacité du service.,terminée,2023-01-20,14:26,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-01
834,61670,418578,132552,auto,2,"Dans l'ensemble, le nettoyage était correct, mais je m'attendais à un peu plus d'attention aux détails.",terminée,2023-09-03,13:34,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-09
